idx,code,new_code,ast,actual label
42,"```python
def match_parens(lst):
    open_count = lst[0].count('(') + lst[1].count('(')
    close_count = lst[0].count(')') + lst[1].count(')')
    if open_count != close_count:
        return 'No'
    
    def is_good(s):
        balance = 0
        for char in s:
            if char == '(':
                balance += 1
            else:
                balance -= 1
            if balance < 0:
                return False
        return balance == 0
    
    return 'Yes' if is_good(lst[0] + lst[1]) or is_good(lst[1] + lst[0]) else 'No'
```","```python
def match_parens(var_1):
    var_2 = var_1[0].count('(') + var_1[1].count('(')
    var_3 = var_1[0].count(')') + var_1[1].count(')')
    if var_2 != var_3:
        return 'No'
    
    def is_good(var_4):
        var_5 = 0
        for var_6 in var_4:
            if var_6 == '(':
                var_5 += 1
            else:
                var_5 -= 1
            if var_5 < 0:
                return False
        return var_5 == 0
    
    return 'Yes' if is_good(var_1[0] + var_1[1]) or is_good(var_1[1] + var_1[0]) else 'No'
```",module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def match_parens parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = binary_operator::left call::left attribute::left subscript::left var_1 [ 0 ] subscript::right . count attribute::right argument_list::left ( string::left ' ( ' string::right ) argument_list::right call::right + call::left attribute::left subscript::left var_1 [ 1 ] subscript::right . count attribute::right argument_list::left ( string::left ' ( ' string::right ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = binary_operator::left call::left attribute::left subscript::left var_1 [ 0 ] subscript::right . count attribute::right argument_list::left ( string::left ' ) ' string::right ) argument_list::right call::right + call::left attribute::left subscript::left var_1 [ 1 ] subscript::right . count attribute::right argument_list::left ( string::left ' ) ' string::right ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_2 != var_3 comparison_operator::right : block::left return_statement::left return string::left ' No ' string::right return_statement::right block::right if_statement::right function_definition::left def is_good parameters::left ( var_4 ) parameters::right : block::left expression_statement::left assignment::left var_5 = 0 assignment::right expression_statement::right for_statement::left for var_6 in var_4 : block::left if_statement::left if comparison_operator::left var_6 == string::left ' ( ' string::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_5 += 1 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_5 -= 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right if_statement::left if comparison_operator::left var_5 < 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return comparison_operator::left var_5 == 0 comparison_operator::right return_statement::right block::right function_definition::right return_statement::left return conditional_expression::left string::left ' Yes ' string::right if boolean_operator::left call::left is_good argument_list::left ( binary_operator::left subscript::left var_1 [ 0 ] subscript::right + subscript::left var_1 [ 1 ] subscript::right binary_operator::right ) argument_list::right call::right or call::left is_good argument_list::left ( binary_operator::left subscript::left var_1 [ 1 ] subscript::right + subscript::left var_1 [ 0 ] subscript::right binary_operator::right ) argument_list::right call::right boolean_operator::right else string::left ' No ' string::right conditional_expression::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right,0
43,"    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result
","    var_1 = None
    var_2 = []

    for var_3 in var_4:
        if var_1 is None:
            var_1 = var_3
        else:
            var_1 = max(var_1, var_3)

        var_2.append(var_1)

    return var_2
","module::left expression_statement::left assignment::left var_1 = None assignment::right expression_statement::right expression_statement::left assignment::left var_2 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_3 in var_4 : block::left if_statement::left if comparison_operator::left var_1 is None comparison_operator::right : block::left expression_statement::left assignment::left var_1 = var_3 assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left assignment::left var_1 = call::left max argument_list::left ( var_1 , var_3 ) argument_list::right call::right assignment::right expression_statement::right block::right else_clause::right if_statement::right expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( var_1 ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right module::right",1
44,"```python
def triangle_area(a, h):
    """"""Given length of a side and high return area for a triangle.
    >>> triangle_area(5, 3)
    7.5
    """"""
    return 0.5 * a * h
```","```python
def triangle_area(var_1, var_2):
    """"""Given length of a side and high return area for a triangle.
    >>> triangle_area(5, 3)
    7.5
    """"""
    return 0.5 * var_1 * var_2
```","module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def triangle_area parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left string::left """""" Given length of a side and high return area for a triangle.
    >>> triangle_area(5, 3)
    7.5
     """""" string::right expression_statement::right return_statement::left return binary_operator::left binary_operator::left 0.5 * var_1 binary_operator::right * var_2 binary_operator::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right",0
45,"    new_lst = []
    for word in sentence.split():
        flg = 0
        if len(word) == 1:
            flg = 1
        for i in range(2, len(word)):
            if len(word)%i == 0:
                flg = 1
        if flg == 0 or len(word) == 2:
            new_lst.append(word)
    return "" "".join(new_lst)
","    var_1 = []
    for var_2 in sentence.split():
        var_3 = 0
        if len(var_2) == 1:
            var_3 = 1
        for var_4 in range(2, len(var_2)):
            if len(var_2)%var_4 == 0:
                var_3 = 1
        if var_3 == 0 or len(var_2) == 2:
            var_1.append(var_2)
    return "" "".join(var_1)
","module::left expression_statement::left assignment::left var_1 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_2 in call::left attribute::left sentence . split attribute::right argument_list::left ( ) argument_list::right call::right : block::left expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right if_statement::left if comparison_operator::left call::left len argument_list::left ( var_2 ) argument_list::right call::right == 1 comparison_operator::right : block::left expression_statement::left assignment::left var_3 = 1 assignment::right expression_statement::right block::right if_statement::right for_statement::left for var_4 in call::left range argument_list::left ( 2 , call::left len argument_list::left ( var_2 ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left call::left len argument_list::left ( var_2 ) argument_list::right call::right % var_4 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left assignment::left var_3 = 1 assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right if_statement::left if boolean_operator::left comparison_operator::left var_3 == 0 comparison_operator::right or comparison_operator::left call::left len argument_list::left ( var_2 ) argument_list::right call::right == 2 comparison_operator::right boolean_operator::right : block::left expression_statement::left call::left attribute::left var_1 . append attribute::right argument_list::left ( var_2 ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return call::left attribute::left string::left ""   "" string::right . join attribute::right argument_list::left ( var_1 ) argument_list::right call::right return_statement::right module::right",1
46,"```python
def solve(N):
    digit_sum = sum(int(digit) for digit in str(N))
    return bin(digit_sum)[2:]
```","```python
def solve(var_1):
    var_2 = sum(int(digit) for digit in str(var_1))
    return bin(var_2)[2:]
```",module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def solve parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left sum generator_expression::left ( call::left int argument_list::left ( digit ) argument_list::right call::right for_in_clause::left for digit in call::left str argument_list::left ( var_1 ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return subscript::left call::left bin argument_list::left ( var_2 ) argument_list::right call::right [ slice::left 2 : slice::right ] subscript::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right,0
47,"    opening_bracket_index = []
    closing_bracket_index = []
    for i in range(len(string)):
        if string[i] == '[':
            opening_bracket_index.append(i)
        else:
            closing_bracket_index.append(i)
    closing_bracket_index.reverse()
    cnt = 0
    i = 0
    l = len(closing_bracket_index)
    for idx in opening_bracket_index:
        if i < l and idx < closing_bracket_index[i]:
            cnt += 1
            i += 1
    return cnt >= 2

    
","    var_1 = []
    var_2 = []
    for var_3 in range(len(string)):
        if string[var_3] == '[':
            var_1.append(var_3)
        else:
            var_2.append(var_3)
    var_2.reverse()
    var_4 = 0
    var_3 = 0
    var_5 = len(var_2)
    for var_6 in var_1:
        if var_3 < var_5 and var_6 < var_2[var_3]:
            var_4 += 1
            var_3 += 1
    return var_4 >= 2

    
",module::left expression_statement::left assignment::left var_1 = list::left [ ] list::right assignment::right expression_statement::right expression_statement::left assignment::left var_2 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_3 in call::left range argument_list::left ( call::left len argument_list::left ( string ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left string [ var_3 ] subscript::right == string::left ' [ ' string::right comparison_operator::right : block::left expression_statement::left call::left attribute::left var_1 . append attribute::right argument_list::left ( var_3 ) argument_list::right call::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( var_3 ) argument_list::right call::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right expression_statement::left call::left attribute::left var_2 . reverse attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right expression_statement::left assignment::left var_4 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_5 = call::left len argument_list::left ( var_2 ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for var_6 in var_1 : block::left if_statement::left if boolean_operator::left comparison_operator::left var_3 < var_5 comparison_operator::right and comparison_operator::left var_6 < subscript::left var_2 [ var_3 ] subscript::right comparison_operator::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left var_4 += 1 augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return comparison_operator::left var_4 >= 2 comparison_operator::right return_statement::right module::right,1
48,"```python
def monotonic(l: list):
    """"""Return True is list elements are monotonically increasing or decreasing.
    >>> monotonic([1, 2, 4, 20])
    True
    >>> monotonic([1, 20, 4, 10])
    False
    >>> monotonic([4, 1, 0, -10])
    True
    """"""
    if not l:
        return True
    increasing = decreasing = True
    for i in range(1, len(l)):
        if l[i] > l[i - 1]:
            decreasing = False
        if l[i] < l[i - 1]:
            increasing = False
    return increasing or decreasing
```","```python
def monotonic(var_1: list):
    """"""Return True is list elements are monotonically increasing or decreasing.
    >>> monotonic([1, 2, 4, 20])
    True
    >>> monotonic([1, 20, 4, 10])
    False
    >>> monotonic([4, 1, 0, -10])
    True
    """"""
    if not var_1:
        return True
    var_2 = var_3 = True
    for var_4 in range(1, len(var_1)):
        if var_1[var_4] > var_1[var_4 - 1]:
            var_3 = False
        if var_1[var_4] < var_1[var_4 - 1]:
            var_2 = False
    return var_2 or var_3
```","module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def monotonic parameters::left ( typed_parameter::left var_1 : type::left list type::right typed_parameter::right ) parameters::right : block::left expression_statement::left string::left """""" Return True is list elements are monotonically increasing or decreasing.
    >>> monotonic([1, 2, 4, 20])
    True
    >>> monotonic([1, 20, 4, 10])
    False
    >>> monotonic([4, 1, 0, -10])
    True
     """""" string::right expression_statement::right if_statement::left if not_operator::left not var_1 not_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = assignment::left var_3 = True assignment::right assignment::right expression_statement::right for_statement::left for var_4 in call::left range argument_list::left ( 1 , call::left len argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left var_1 [ var_4 ] subscript::right > subscript::left var_1 [ binary_operator::left var_4 - 1 binary_operator::right ] subscript::right comparison_operator::right : block::left expression_statement::left assignment::left var_3 = False assignment::right expression_statement::right block::right if_statement::right if_statement::left if comparison_operator::left subscript::left var_1 [ var_4 ] subscript::right < subscript::left var_1 [ binary_operator::left var_4 - 1 binary_operator::right ] subscript::right comparison_operator::right : block::left expression_statement::left assignment::left var_2 = False assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return boolean_operator::left var_2 or var_3 boolean_operator::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right",0
49,"def count_distinct_characters(string: str) -> int:
    return len(set(string.lower()))","def count_distinct_characters(var_1: str) -> int:
    return len(set(var_1.lower()))",module::left function_definition::left def count_distinct_characters parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right -> type::left int type::right : block::left return_statement::left return call::left len argument_list::left ( call::left set argument_list::left ( call::left attribute::left var_1 . lower attribute::right argument_list::left ( ) argument_list::right call::right ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,0
50,"```python
def iscube(a):
    if a < 0:
        a = -a
    cube_root = round(a ** (1/3))
    return cube_root ** 3 == a
```","```python
def iscube(var_1):
    if var_1 < 0:
        var_1 = -var_1
    var_2 = round(var_1 ** (1/3))
    return var_2 ** 3 == var_1
```",module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def iscube parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left var_1 < 0 comparison_operator::right : block::left expression_statement::left assignment::left var_1 = unary_operator::left - var_1 unary_operator::right assignment::right expression_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = call::left round argument_list::left ( binary_operator::left var_1 ** parenthesized_expression::left ( binary_operator::left 1 / 3 binary_operator::right ) parenthesized_expression::right binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return comparison_operator::left binary_operator::left var_2 ** 3 binary_operator::right == var_1 comparison_operator::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right,0
51,"def next_smallest(lst):
    if len(lst) < 2:
        return None
    unique_sorted = sorted(set(lst))
    if len(unique_sorted) < 2:
        return None
    return unique_sorted[1]","def next_smallest(var_1):
    if len(var_1) < 2:
        return None
    var_2 = sorted(set(var_1))
    if len(var_2) < 2:
        return None
    return var_2[1]",module::left function_definition::left def next_smallest parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right < 2 comparison_operator::right : block::left return_statement::left return None return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = call::left sorted argument_list::left ( call::left set argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left call::left len argument_list::left ( var_2 ) argument_list::right call::right < 2 comparison_operator::right : block::left return_statement::left return None return_statement::right block::right if_statement::right return_statement::left return subscript::left var_2 [ 1 ] subscript::right return_statement::right block::right function_definition::right module::right,0
52,"```python
def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    return [s for s in strings if substring in s]
```","```python
def filter_by_substring(var_1: List[str], var_2: str) -> List[str]:
    return [s for s in var_1 if var_2 in s]
```","module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def filter_by_substring parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right typed_parameter::right , typed_parameter::left var_2 : type::left str type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right : block::left return_statement::left return list_comprehension::left [ s for_in_clause::left for s in var_1 for_in_clause::right if_clause::left if comparison_operator::left var_2 in s comparison_operator::right if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right",0
53,"```python
def is_simple_power(x, n):
    if x == 1:
        return True
    if n <= 1:
        return x == n
    power = 1
    while power < x:
        power *= n
    return power == x
```","```python
def is_simple_power(var_1, var_2):
    if var_1 == 1:
        return True
    if var_2 <= 1:
        return var_1 == var_2
    var_3 = 1
    while var_3 < var_1:
        var_3 *= var_2
    return var_3 == var_1
```","module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def is_simple_power parameters::left ( var_1 , var_2 ) parameters::right : block::left if_statement::left if comparison_operator::left var_1 == 1 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left var_2 <= 1 comparison_operator::right : block::left return_statement::left return comparison_operator::left var_1 == var_2 comparison_operator::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_3 = 1 assignment::right expression_statement::right while_statement::left while comparison_operator::left var_3 < var_1 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_3 *= var_2 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return comparison_operator::left var_3 == var_1 comparison_operator::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right",0
54,"def hex_key(num):
    prime_hex_digits = {'2', '3', '5', '7', 'B', 'D'}
    return sum(1 for digit in num if digit in prime_hex_digits)","def hex_key(var_1):
    var_2 = {'2', '3', '5', '7', 'B', 'D'}
    return sum(1 for digit in var_1 if digit in var_2)","module::left function_definition::left def hex_key parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = set::left { string::left ' 2 ' string::right , string::left ' 3 ' string::right , string::left ' 5 ' string::right , string::left ' 7 ' string::right , string::left ' B ' string::right , string::left ' D ' string::right } set::right assignment::right expression_statement::right return_statement::left return call::left sum generator_expression::left ( 1 for_in_clause::left for digit in var_1 for_in_clause::right if_clause::left if comparison_operator::left digit in var_2 comparison_operator::right if_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right",0
55,"    if not arr: return None
    prod = 0 if 0 in arr else (-1) ** len(list(filter(lambda x: x < 0, arr)))
    return prod * sum([abs(i) for i in arr])
","    if not arr: return None
    var_1 = 0 if 0 in arr else (-1) ** len(list(filter(lambda x: x < 0, arr)))
    return var_1 * sum([abs(i) for i in arr])
","module::left if_statement::left if not_operator::left not arr not_operator::right : block::left return_statement::left return None return_statement::right block::right if_statement::right expression_statement::left assignment::left var_1 = conditional_expression::left 0 if comparison_operator::left 0 in arr comparison_operator::right else binary_operator::left parenthesized_expression::left ( unary_operator::left - 1 unary_operator::right ) parenthesized_expression::right ** call::left len argument_list::left ( call::left list argument_list::left ( call::left filter argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : comparison_operator::left x < 0 comparison_operator::right lambda::right , arr ) argument_list::right call::right ) argument_list::right call::right ) argument_list::right call::right binary_operator::right conditional_expression::right assignment::right expression_statement::right return_statement::left return binary_operator::left var_1 * call::left sum argument_list::left ( list_comprehension::left [ call::left abs argument_list::left ( i ) argument_list::right call::right for_in_clause::left for i in arr for_in_clause::right ] list_comprehension::right ) argument_list::right call::right binary_operator::right return_statement::right module::right",1
56,"    try:
        date = date.strip()
        month, day, year = date.split('-')
        month, day, year = int(month), int(day), int(year)
        if month < 1 or month > 12:
            return False
        if month in [1,3,5,7,8,10,12] and day < 1 or day > 31:
            return False
        if month in [4,6,9,11] and day < 1 or day > 30:
            return False
        if month == 2 and day < 1 or day > 29:
            return False
    except:
        return False

    return True
","    try:
        var_1 = var_1.strip()
        var_2, var_3, var_4 = var_1.split('-')
        var_2, var_3, var_4 = int(var_2), int(var_3), int(var_4)
        if var_2 < 1 or var_2 > 12:
            return False
        if var_2 in [1,3,5,7,8,10,12] and var_3 < 1 or var_3 > 31:
            return False
        if var_2 in [4,6,9,11] and var_3 < 1 or var_3 > 30:
            return False
        if var_2 == 2 and var_3 < 1 or var_3 > 29:
            return False
    except:
        return False

    return True
","module::left try_statement::left try : block::left expression_statement::left assignment::left var_1 = call::left attribute::left var_1 . strip attribute::right argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left pattern_list::left var_2 , var_3 , var_4 pattern_list::right = call::left attribute::left var_1 . split attribute::right argument_list::left ( string::left ' - ' string::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left pattern_list::left var_2 , var_3 , var_4 pattern_list::right = expression_list::left call::left int argument_list::left ( var_2 ) argument_list::right call::right , call::left int argument_list::left ( var_3 ) argument_list::right call::right , call::left int argument_list::left ( var_4 ) argument_list::right call::right expression_list::right assignment::right expression_statement::right if_statement::left if boolean_operator::left comparison_operator::left var_2 < 1 comparison_operator::right or comparison_operator::left var_2 > 12 comparison_operator::right boolean_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if boolean_operator::left boolean_operator::left comparison_operator::left var_2 in list::left [ 1 , 3 , 5 , 7 , 8 , 10 , 12 ] list::right comparison_operator::right and comparison_operator::left var_3 < 1 comparison_operator::right boolean_operator::right or comparison_operator::left var_3 > 31 comparison_operator::right boolean_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if boolean_operator::left boolean_operator::left comparison_operator::left var_2 in list::left [ 4 , 6 , 9 , 11 ] list::right comparison_operator::right and comparison_operator::left var_3 < 1 comparison_operator::right boolean_operator::right or comparison_operator::left var_3 > 30 comparison_operator::right boolean_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if boolean_operator::left boolean_operator::left comparison_operator::left var_2 == 2 comparison_operator::right and comparison_operator::left var_3 < 1 comparison_operator::right boolean_operator::right or comparison_operator::left var_3 > 29 comparison_operator::right boolean_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right except_clause::left except : block::left return_statement::left return False return_statement::right block::right except_clause::right try_statement::right return_statement::left return True return_statement::right module::right",1
57,"    if not strings:
        return None

    maxlen = max(len(x) for x in strings)
    for s in strings:
        if len(s) == maxlen:
            return s
","    if not var_3:
        return None

    var_1 = max(len(x) for x in var_3)
    for var_2 in var_3:
        if len(var_2) == var_1:
            return var_2
",module::left if_statement::left if not_operator::left not var_3 not_operator::right : block::left return_statement::left return None return_statement::right block::right if_statement::right expression_statement::left assignment::left var_1 = call::left max generator_expression::left ( call::left len argument_list::left ( x ) argument_list::right call::right for_in_clause::left for x in var_3 for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right for_statement::left for var_2 in var_3 : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( var_2 ) argument_list::right call::right == var_1 comparison_operator::right : block::left return_statement::left return var_2 return_statement::right block::right if_statement::right block::right for_statement::right module::right,1
58,"```python
def below_zero(operations: List[int]) -> bool:
    balance = 0
    for operation in operations:
        balance += operation
        if balance < 0:
            return True
    return False
```","```python
def below_zero(var_1: List[int]) -> bool:
    var_2 = 0
    for var_3 in var_1:
        var_2 += var_3
        if var_2 < 0:
            return True
    return False
```",module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def below_zero parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left bool type::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right for_statement::left for var_3 in var_1 : block::left expression_statement::left augmented_assignment::left var_2 += var_3 augmented_assignment::right expression_statement::right if_statement::left if comparison_operator::left var_2 < 0 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return False return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right,0
59,"```python
def smallest_change(arr):
    n = len(arr)
    changes = 0
    for i in range(n // 2):
        if arr[i] != arr[n - i - 1]:
            changes += 1
    return changes
```","```python
def smallest_change(var_1):
    var_2 = len(var_1)
    var_3 = 0
    for var_4 in range(var_2 // 2):
        if var_1[var_4] != var_1[var_2 - var_4 - 1]:
            var_3 += 1
    return var_3
```",module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def smallest_change parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left len argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right for_statement::left for var_4 in call::left range argument_list::left ( binary_operator::left var_2 // 2 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left var_1 [ var_4 ] subscript::right != subscript::left var_1 [ binary_operator::left binary_operator::left var_2 - var_4 binary_operator::right - 1 binary_operator::right ] subscript::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right,0
60,"    flg = 0
    idx = 0
    new_str = list(s)
    for i in s:
        if i.isalpha():
            new_str[idx] = i.swapcase()
            flg = 1
        idx += 1
    s = """"
    for i in new_str:
        s += i
    if flg == 0:
        return s[len(s)::-1]
    return s
","    var_1 = 0
    var_2 = 0
    var_3 = list(var_5)
    for var_4 in var_5:
        if var_4.isalpha():
            var_3[var_2] = var_4.swapcase()
            var_1 = 1
        var_2 += 1
    var_5 = """"
    for var_4 in var_3:
        var_5 += var_4
    if var_1 == 0:
        return var_5[len(var_5)::-1]
    return var_5
","module::left expression_statement::left assignment::left var_1 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left list argument_list::left ( var_5 ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for var_4 in var_5 : block::left if_statement::left if call::left attribute::left var_4 . isalpha attribute::right argument_list::left ( ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left var_3 [ var_2 ] subscript::right = call::left attribute::left var_4 . swapcase attribute::right argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_1 = 1 assignment::right expression_statement::right block::right if_statement::right expression_statement::left augmented_assignment::left var_2 += 1 augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left assignment::left var_5 = string::left "" "" string::right assignment::right expression_statement::right for_statement::left for var_4 in var_3 : block::left expression_statement::left augmented_assignment::left var_5 += var_4 augmented_assignment::right expression_statement::right block::right for_statement::right if_statement::left if comparison_operator::left var_1 == 0 comparison_operator::right : block::left return_statement::left return subscript::left var_5 [ slice::left call::left len argument_list::left ( var_5 ) argument_list::right call::right : : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right return_statement::right block::right if_statement::right return_statement::left return var_5 return_statement::right module::right",1
61,"    return bin(sum(int(i) for i in str(N)))[2:]
","    return bin(sum(int(i) for i in str(N)))[2:]
",module::left return_statement::left return subscript::left call::left bin argument_list::left ( call::left sum generator_expression::left ( call::left int argument_list::left ( i ) argument_list::right call::right for_in_clause::left for i in call::left str argument_list::left ( N ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right ) argument_list::right call::right [ slice::left 2 : slice::right ] subscript::right return_statement::right module::right,1
