idx,code,new_code,ast,actual label
11,"    planet_names = (""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune"")
    if planet1 not in planet_names or planet2 not in planet_names or planet1 == planet2:
        return ()
    planet1_index = planet_names.index(planet1)
    planet2_index = planet_names.index(planet2)
    if planet1_index < planet2_index:
        return (planet_names[planet1_index + 1: planet2_index])
    else:
        return (planet_names[planet2_index + 1 : planet1_index])
","    var_1 = (""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune"")
    if planet1 not in var_1 or planet2 not in var_1 or planet1 == planet2:
        return ()
    var_2 = var_1.index(planet1)
    var_3 = var_1.index(planet2)
    if var_2 < var_3:
        return (var_1[var_2 + 1: var_3])
    else:
        return (var_1[var_3 + 1 : var_2])
","module::left expression_statement::left assignment::left var_1 = tuple::left ( string::left "" Mercury "" string::right , string::left "" Venus "" string::right , string::left "" Earth "" string::right , string::left "" Mars "" string::right , string::left "" Jupiter "" string::right , string::left "" Saturn "" string::right , string::left "" Uranus "" string::right , string::left "" Neptune "" string::right ) tuple::right assignment::right expression_statement::right if_statement::left if boolean_operator::left boolean_operator::left comparison_operator::left planet1 not in var_1 comparison_operator::right or comparison_operator::left planet2 not in var_1 comparison_operator::right boolean_operator::right or comparison_operator::left planet1 == planet2 comparison_operator::right boolean_operator::right : block::left return_statement::left return tuple::left ( ) tuple::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = call::left attribute::left var_1 . index attribute::right argument_list::left ( planet1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left attribute::left var_1 . index attribute::right argument_list::left ( planet2 ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_2 < var_3 comparison_operator::right : block::left return_statement::left return parenthesized_expression::left ( subscript::left var_1 [ slice::left binary_operator::left var_2 + 1 binary_operator::right : var_3 slice::right ] subscript::right ) parenthesized_expression::right return_statement::right block::right else_clause::left else : block::left return_statement::left return parenthesized_expression::left ( subscript::left var_1 [ slice::left binary_operator::left var_3 + 1 binary_operator::right : var_2 slice::right ] subscript::right ) parenthesized_expression::right return_statement::right block::right else_clause::right if_statement::right module::right",1
12,"    num = [1, 4, 5, 9, 10, 40, 50, 90,  
           100, 400, 500, 900, 1000] 
    sym = [""I"", ""IV"", ""V"", ""IX"", ""X"", ""XL"",  
           ""L"", ""XC"", ""C"", ""CD"", ""D"", ""CM"", ""M""] 
    i = 12
    res = ''
    while number: 
        div = number // num[i] 
        number %= num[i] 
        while div: 
            res += sym[i] 
            div -= 1
        i -= 1
    return res.lower()
","    var_1 = [1, 4, 5, 9, 10, 40, 50, 90,  
           100, 400, 500, 900, 1000] 
    var_2 = [""I"", ""IV"", ""V"", ""IX"", ""X"", ""XL"",  
           ""L"", ""XC"", ""C"", ""CD"", ""D"", ""CM"", ""M""] 
    var_3 = 12
    var_4 = ''
    while number: 
        var_5 = number // var_1[var_3] 
        number %= var_1[var_3] 
        while var_5: 
            var_4 += var_2[var_3] 
            var_5 -= 1
        var_3 -= 1
    return var_4.lower()
","module::left expression_statement::left assignment::left var_1 = list::left [ 1 , 4 , 5 , 9 , 10 , 40 , 50 , 90 , 100 , 400 , 500 , 900 , 1000 ] list::right assignment::right expression_statement::right expression_statement::left assignment::left var_2 = list::left [ string::left "" I "" string::right , string::left "" IV "" string::right , string::left "" V "" string::right , string::left "" IX "" string::right , string::left "" X "" string::right , string::left "" XL "" string::right , string::left "" L "" string::right , string::left "" XC "" string::right , string::left "" C "" string::right , string::left "" CD "" string::right , string::left "" D "" string::right , string::left "" CM "" string::right , string::left "" M "" string::right ] list::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 12 assignment::right expression_statement::right expression_statement::left assignment::left var_4 = string::left ' ' string::right assignment::right expression_statement::right while_statement::left while number : block::left expression_statement::left assignment::left var_5 = binary_operator::left number // subscript::left var_1 [ var_3 ] subscript::right binary_operator::right assignment::right expression_statement::right expression_statement::left augmented_assignment::left number %= subscript::left var_1 [ var_3 ] subscript::right augmented_assignment::right expression_statement::right while_statement::left while var_5 : block::left expression_statement::left augmented_assignment::left var_4 += subscript::left var_2 [ var_3 ] subscript::right augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left var_5 -= 1 augmented_assignment::right expression_statement::right block::right while_statement::right expression_statement::left augmented_assignment::left var_3 -= 1 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return call::left attribute::left var_4 . lower attribute::right argument_list::left ( ) argument_list::right call::right return_statement::right module::right",1
13,"import math

def special_factorial(n):
    """"""The Brazilian factorial is defined as:
    brazilian_factorial(n) = n! * (n-1)!","import math

def special_factorial(var_1):
    """"""The Brazilian factorial is defined as:
    brazilian_factorial(var_1) = var_1! * (var_1-1)!","module::left import_statement::left import dotted_name::left math dotted_name::right import_statement::right function_definition::left def special_factorial parameters::left ( var_1 ) parameters::right : ERROR::left """""" The Brazilian as_pattern::left comparison_operator::left factorial is defined comparison_operator::right as ERROR::left : ERROR::right as_pattern_target::left call::left brazilian_factorial argument_list::left ( var_1 ) argument_list::right call::right as_pattern_target::right as_pattern::right = binary_operator::left var_1 ERROR::left ! ERROR::right * parenthesized_expression::left ( binary_operator::left var_1 - 1 binary_operator::right ) parenthesized_expression::right binary_operator::right ! ERROR::right  function_definition::right module::right",0
14,"    if x > y:
        return -1
    if y % 2 == 0:
        return y
    if x == y:
        return -1
    return y - 1
","    if x > y:
        return -1
    if y % 2 == 0:
        return y
    if x == y:
        return -1
    return y - 1
",module::left if_statement::left if comparison_operator::left x > y comparison_operator::right : block::left return_statement::left return unary_operator::left - 1 unary_operator::right return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left binary_operator::left y % 2 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return y return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left x == y comparison_operator::right : block::left return_statement::left return unary_operator::left - 1 unary_operator::right return_statement::right block::right if_statement::right return_statement::left return binary_operator::left y - 1 binary_operator::right return_statement::right module::right,1
15,"def Strongest_Extension(class_name, extensions):
    """"""You will be given the name of a class (a string) and a list of extensions.
    The extensions are to be","def Strongest_Extension(var_1, var_2):
    """"""You will be given the name of a class (a string) and a list of var_2.
    The var_2 are to be","module::left function_definition::left def Strongest_Extension parameters::left ( var_1 , var_2 ) parameters::right : ERROR::left """""" You will be given the name of a class ERROR::right block::left expression_statement::left boolean_operator::left parenthesized_expression::left ( ERROR::left a ERROR::right string ) parenthesized_expression::right and ERROR::left a list of attribute::left var_2 . The attribute::right var_2 are to ERROR::right be boolean_operator::right expression_statement::right block::right function_definition::right module::right",0
16,"def specialFilter(nums):
    """"""Write a function that takes an array of numbers as input and returns 
    the number of elements in the array that are greater than 1","def specialFilter(var_1):
    """"""Write a function that takes an array of numbers as input and returns 
    the number of elements in the array that are greater than 1","module::left function_definition::left def specialFilter parameters::left ( var_1 ) parameters::right : ERROR::left """""" Write a function that takes an array of ERROR::right block::left expression_statement::left as_pattern::left numbers as as_pattern_target::left boolean_operator::left input and returns boolean_operator::right as_pattern_target::right as_pattern::right expression_statement::right ERROR::left the number of ERROR::right expression_statement::left comparison_operator::left elements in ERROR::left the array that are greater than ERROR::right 1 comparison_operator::right expression_statement::right block::right function_definition::right module::right",0
17,"def simplify(x, n):
    """"""Your task is to implement a function that will simplify the expression
    x * n. The function returns True if x * n evaluates to a","def simplify(var_1, var_2):
    """"""Your task is to implement a function that will simplify the expression
    var_1 * var_2. The function returns True if var_1 * var_2 evaluates to a","module::left function_definition::left def simplify parameters::left ( var_1 , var_2 ) parameters::right : ERROR::left """""" Your ERROR::right block::left expression_statement::left comparison_operator::left task is ERROR::left to implement a function that will simplify the ERROR::right expression comparison_operator::right expression_statement::right ERROR::left binary_operator::left var_1 * attribute::left var_2 . The attribute::right binary_operator::right ERROR::left function returns True ERROR::right if binary_operator::left var_1 * var_2 binary_operator::right evaluates to a ERROR::right block::right function_definition::right module::right",0
18,"def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
    factors = []
    if n <= 1:
        return factors

    # Handle factor 2
    while n % 2 == 0:
        factors.append(2)
        n //= 2

    # Handle odd factors
    d = 3
    while d * d <= n:
        while n % d == 0:
            factors.append(d)
            n //= d
        d += 2

    # If n is still greater than 1, it must be a prime factor itself
    if n > 1:
        factors.append(n)

    return factors","def factorize(var_1: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
    var_2 = []
    if var_1 <= 1:
        return var_2

    # Handle factor 2
    while var_1 % 2 == 0:
        var_2.append(2)
        var_1 //= 2

    # Handle odd factors
    var_3 = 3
    while var_3 * var_3 <= var_1:
        while var_1 % var_3 == 0:
            var_2.append(var_3)
            var_1 //= var_3
        var_3 += 2

    # If n is still greater than 1, it must be a prime factor itself
    if var_1 > 1:
        var_2.append(var_1)

    return var_2","module::left function_definition::left def factorize parameters::left ( typed_parameter::left var_1 : type::left int type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left string::left """"""  Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
     """""" string::right expression_statement::right expression_statement::left assignment::left var_2 = list::left [ ] list::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_1 <= 1 comparison_operator::right : block::left return_statement::left return var_2 return_statement::right block::right if_statement::right # Handle factor 2 while_statement::left while comparison_operator::left binary_operator::left var_1 % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( 2 ) argument_list::right call::right expression_statement::right expression_statement::left augmented_assignment::left var_1 //= 2 augmented_assignment::right expression_statement::right block::right while_statement::right # Handle odd factors expression_statement::left assignment::left var_3 = 3 assignment::right expression_statement::right while_statement::left while comparison_operator::left binary_operator::left var_3 * var_3 binary_operator::right <= var_1 comparison_operator::right : block::left while_statement::left while comparison_operator::left binary_operator::left var_1 % var_3 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( var_3 ) argument_list::right call::right expression_statement::right expression_statement::left augmented_assignment::left var_1 //= var_3 augmented_assignment::right expression_statement::right block::right while_statement::right expression_statement::left augmented_assignment::left var_3 += 2 augmented_assignment::right expression_statement::right block::right while_statement::right # If n is still greater than 1, it must be a prime factor itself if_statement::left if comparison_operator::left var_1 > 1 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( var_1 ) argument_list::right call::right expression_statement::right block::right if_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",0
19,"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """""" Insert a number 'delimeter' between every two consecutive elements","from typing import List


def intersperse(var_1: List[int], var_2: int) -> List[int]:
    """""" Insert a number 'delimeter' between every two consecutive elements","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def intersperse parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right typed_parameter::right , typed_parameter::left var_2 : type::left int type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : ERROR::left """""" Insert a number string::left ' delimeter ' string::right between every two consecutive ERROR::right block::left expression_statement::left elements expression_statement::right block::right function_definition::right module::right",0
20,"def prime_length(string):
    """"""Write a function that takes a string and returns True if the string
    length is a prime number or False otherwise
    Examples
    prime_length('Hello') == True
    prime_length('abcdcba') == True
    prime_length('kittens') == True
    prime_length('orange') == False
    """"""
    length = len(string)

    if length <= 1:
        return False
    if length == 2:
        return True
    if length % 2 == 0:
        return False

    i = 3","def prime_length(var_1):
    """"""Write a function that takes a string and returns True if the string
    length is a prime number or False otherwise
    Examples
    prime_length('Hello') == True
    prime_length('abcdcba') == True
    prime_length('kittens') == True
    prime_length('orange') == False
    """"""
    var_2 = len(var_1)

    if var_2 <= 1:
        return False
    if var_2 == 2:
        return True
    if var_2 % 2 == 0:
        return False

    var_3 = 3","module::left function_definition::left def prime_length parameters::left ( var_1 ) parameters::right : block::left expression_statement::left string::left """""" Write a function that takes a string and returns True if the string
    length is a prime number or False otherwise
    Examples
    prime_length('Hello') == True
    prime_length('abcdcba') == True
    prime_length('kittens') == True
    prime_length('orange') == False
     """""" string::right expression_statement::right expression_statement::left assignment::left var_2 = call::left len argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_2 <= 1 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left var_2 == 2 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left binary_operator::left var_2 % 2 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right expression_statement::left assignment::left var_3 = 3 assignment::right expression_statement::right block::right function_definition::right module::right",0
21,"    return ' '.join([str(x) for x in range(n + 1)])
","    return ' '.join([str(x) for x in range(n + 1)])
",module::left return_statement::left return call::left attribute::left string::left '   ' string::right . join attribute::right argument_list::left ( list_comprehension::left [ call::left str argument_list::left ( x ) argument_list::right call::right for_in_clause::left for x in call::left range argument_list::left ( binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right module::right,1
22,"def fib4(n: int):
    """"""The Fib4 number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
    fib4","def fib4(var_1: int):
    """"""The Fib4 number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
    fib4","module::left function_definition::left def fib4 parameters::left ( typed_parameter::left var_1 : type::left int type::right typed_parameter::right ) parameters::right : ERROR::left """""" The Fib4 number as_pattern::left comparison_operator::left sequence is ERROR::left a sequence similar to the Fibbonacci sequnece that ' s ERROR::right defined comparison_operator::right as as_pattern_target::left follows as_pattern_target::right as_pattern::right : ERROR::right block::left expression_statement::left fib4 expression_statement::right block::right function_definition::right module::right",0
23,"    count_digit = dict([(i, 0) for i in lst])
    for i in lst:
        count_digit[i]+=1 
    if any(count_digit[i] > 2 for i in lst):
        return False
    if all(lst[i-1] <= lst[i] for i in range(1, len(lst))):
        return True
    else:
        return False
    
    
","    var_1 = dict([(var_2, 0) for var_2 in var_3])
    for var_2 in var_3:
        var_1[var_2]+=1 
    if any(var_1[var_2] > 2 for var_2 in var_3):
        return False
    if all(var_3[var_2-1] <= var_3[var_2] for var_2 in range(1, len(var_3))):
        return True
    else:
        return False
    
    
","module::left expression_statement::left assignment::left var_1 = call::left dict argument_list::left ( list_comprehension::left [ tuple::left ( var_2 , 0 ) tuple::right for_in_clause::left for var_2 in var_3 for_in_clause::right ] list_comprehension::right ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for var_2 in var_3 : block::left expression_statement::left augmented_assignment::left subscript::left var_1 [ var_2 ] subscript::right += 1 augmented_assignment::right expression_statement::right block::right for_statement::right if_statement::left if call::left any generator_expression::left ( comparison_operator::left subscript::left var_1 [ var_2 ] subscript::right > 2 comparison_operator::right for_in_clause::left for var_2 in var_3 for_in_clause::right ) generator_expression::right call::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if call::left all generator_expression::left ( comparison_operator::left subscript::left var_3 [ binary_operator::left var_2 - 1 binary_operator::right ] subscript::right <= subscript::left var_3 [ var_2 ] subscript::right comparison_operator::right for_in_clause::left for var_2 in call::left range argument_list::left ( 1 , call::left len argument_list::left ( var_3 ) argument_list::right call::right ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right : block::left return_statement::left return True return_statement::right block::right else_clause::left else : block::left return_statement::left return False return_statement::right block::right else_clause::right if_statement::right module::right",1
24,"def skjkasdkd(lst):
    """"""You are given a list of integers.
    You need to find the largest prime value and return the sum of its digits.","def skjkasdkd(var_1):
    """"""You are given a list of integers.
    You need to find the largest prime value and return the sum of its digits.","module::left function_definition::left def skjkasdkd parameters::left ( var_1 ) parameters::right : ERROR::left """""" You are given a list of attribute::left integers . You attribute::right need to find the largest prime value and ERROR::left return the sum of its ERROR::right digits . ERROR::right  function_definition::right module::right",0
25,"    if(need <= remaining):
        return [ number + need , remaining-need ]
    else:
        return [ number + remaining , 0]
","    if(need <= remaining):
        return [ number + need , remaining-need ]
    else:
        return [ number + remaining , 0]
","module::left if_statement::left if parenthesized_expression::left ( comparison_operator::left need <= remaining comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return list::left [ binary_operator::left number + need binary_operator::right , binary_operator::left remaining - need binary_operator::right ] list::right return_statement::right block::right else_clause::left else : block::left return_statement::left return list::left [ binary_operator::left number + remaining binary_operator::right , 0 ] list::right return_statement::right block::right else_clause::right if_statement::right module::right",1
